ResourceName,StandardName,Definition,SourceURL
Contacts,MobilePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Contacts/MobilePhone/
Contacts,ModificationTimestamp,The date/time the Contact record was last modified.,https://dd.reso.org/DD2.0/Contacts/ModificationTimestamp/
Contacts,NamePrefix,"The prefix to the name (e.g., Dr., Mr., Ms.).",https://dd.reso.org/DD2.0/Contacts/NamePrefix/
Contacts,NameSuffix,"The suffix to the surname (e.g., Esq., Jr., III).",https://dd.reso.org/DD2.0/Contacts/NameSuffix/
Contacts,Nickname,"An alternate name used by the contact, usually as a substitute for the first name.",https://dd.reso.org/DD2.0/Contacts/Nickname/
Contacts,Notes,The recorded notes about the client.,https://dd.reso.org/DD2.0/Contacts/Notes/
Contacts,OfficePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Contacts/OfficePhone/
Contacts,OfficePhoneExt,The extension of the given phone number (if applicable).,https://dd.reso.org/DD2.0/Contacts/OfficePhoneExt/
Contacts,OriginalEntryTimestamp,The date/time the contact record was originally input into the source system.,https://dd.reso.org/DD2.0/Contacts/OriginalEntryTimestamp/
Contacts,OriginatingSystem,The originating system of the contact's record.,https://dd.reso.org/DD2.0/Contacts/OriginatingSystem/
Contacts,OriginatingSystemContactKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the contact was input). There may be cases where the source system (how the record was received) is not the originating system. See Source System Key for more information.",https://dd.reso.org/DD2.0/Contacts/OriginatingSystemContactKey/
Contacts,OriginatingSystemID,"The OUID Resource's OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the MLS where the contact was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Contacts/OriginatingSystemID/
Contacts,OriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the contact is originally input by the member. The legal name of the company.",https://dd.reso.org/DD2.0/Contacts/OriginatingSystemName/
Contacts,OtherAddress1,"The other street number, direction, name and suffix of the contact.",https://dd.reso.org/DD2.0/Contacts/OtherAddress1/
Contacts,OtherAddress2,The other unit/suite number of the contact.,https://dd.reso.org/DD2.0/Contacts/OtherAddress2/
Contacts,OtherCarrierRoute,"The group of addresses to which the U.S. Postal Service (USPS) assigns the same code to aid in mail delivery. For the USPS, these codes are 9 digits: 5 numbers for the ZIP Code, one letter for the carrier route type and 3 numbers for the carrier route number.",https://dd.reso.org/DD2.0/Contacts/OtherCarrierRoute/
Contacts,OtherCity,The other city of the contact.,https://dd.reso.org/DD2.0/Contacts/OtherCity/
Contacts,OtherCountry,The other country abbreviation in a postal address.,https://dd.reso.org/DD2.0/Contacts/OtherCountry/
Contacts,OtherCountyOrParish,The other county or parish in which the contact is addressed.,https://dd.reso.org/DD2.0/Contacts/OtherCountyOrParish/
Contacts,OtherPhoneType,"A list of phone types (e.g., Home, Mobile, Second) that do not already exist in the given phone fields or if a second type of phone field is needed.",https://dd.reso.org/DD2.0/Contacts/OtherPhoneType/
Contacts,OtherPostalCode,The other postal code of the contact.,https://dd.reso.org/DD2.0/Contacts/OtherPostalCode/
Contacts,OtherPostalCodePlus4,The other four-digit extension of the U.S. Zip Code.,https://dd.reso.org/DD2.0/Contacts/OtherPostalCodePlus4/
Contacts,OtherStateOrProvince,The other state or province in which the contact is addressed.,https://dd.reso.org/DD2.0/Contacts/OtherStateOrProvince/
Contacts,OwnerMember,The member who owns the contact's record.,https://dd.reso.org/DD2.0/Contacts/OwnerMember/
Contacts,OwnerMemberID,"The local, well-known identifier for the member in charge of the contact.",https://dd.reso.org/DD2.0/Contacts/OwnerMemberID/
Contacts,OwnerMemberKey,The unique identifier (key) of the member owning the contact. This is a foreign key relating to the Member resource's MemberKey.,https://dd.reso.org/DD2.0/Contacts/OwnerMemberKey/
Contacts,Pager,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Contacts/Pager/
Contacts,PhoneTTYTDD,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Contacts/PhoneTTYTDD/
Contacts,PreferredAddress,"A list of the address options (i.e., Home, Work and Other) used to determine the address preferred by the client.",https://dd.reso.org/DD2.0/Contacts/PreferredAddress/
Contacts,PreferredPhone,"A list of the phone options (e.g., Office, Mobile, Direct, Voicemail) used to determine the phone preferred by the client.",https://dd.reso.org/DD2.0/Contacts/PreferredPhone/
Contacts,ReferredBy,The name of the person who referred the contact.,https://dd.reso.org/DD2.0/Contacts/ReferredBy/
Contacts,ReverseProspectingEnabledYN,"Reverse prospecting, a system that allows listing agents to see the agent/member whose client has a search criteria that found the agent's listing, has been enabled for the given client's saved searches.",https://dd.reso.org/DD2.0/Contacts/ReverseProspectingEnabledYN/
Contacts,SocialMediaType,"A list of social media platforms (e.g., Facebook, LinkedIn, Instagram) associated with the ContactsSocialMedia field.",https://dd.reso.org/DD2.0/Contacts/SocialMediaType/
Contacts,SourceSystem,The source system of the contact's record.,https://dd.reso.org/DD2.0/Contacts/SourceSystem/
Contacts,SourceSystemContactKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Contacts/SourceSystemContactKey/
Contacts,SourceSystemID,"The OUID Resource's OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Contacts/SourceSystemID/
Contacts,SourceSystemName,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/Contacts/SourceSystemName/
Contacts,SpousePartnerName,The contact's spouse or partner.,https://dd.reso.org/DD2.0/Contacts/SpousePartnerName/
Contacts,TollFreePhone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Contacts/TollFreePhone/
Contacts,VoiceMail,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,https://dd.reso.org/DD2.0/Contacts/VoiceMail/
Contacts,VoiceMailExt,The extension of the given phone number (if applicable).,https://dd.reso.org/DD2.0/Contacts/VoiceMailExt/
Contacts,WorkAddress1,"The street number, direction, name and suffix of the contact's work.",https://dd.reso.org/DD2.0/Contacts/WorkAddress1/
Contacts,WorkAddress2,The unit/suite number of the contact's work.,https://dd.reso.org/DD2.0/Contacts/WorkAddress2/
Contacts,WorkCarrierRoute,"The group of addresses to which the U.S. Postal Service (USPS) assigns the same code to aid in mail delivery. For the USPS, these codes are nine digits: five numbers for the ZIP Code, one letter for the carrier route type and three numbers for the carrier route number.",https://dd.reso.org/DD2.0/Contacts/WorkCarrierRoute/
Contacts,WorkCity,The city of the contact's work.,https://dd.reso.org/DD2.0/Contacts/WorkCity/
Contacts,WorkCountry,The country abbreviation in a postal address.,https://dd.reso.org/DD2.0/Contacts/WorkCountry/
Contacts,WorkCountyOrParish,The county or parish in which the contact's work is addressed.,https://dd.reso.org/DD2.0/Contacts/WorkCountyOrParish/
Contacts,WorkPostalCode,The postal code of the contact's work.,https://dd.reso.org/DD2.0/Contacts/WorkPostalCode/
